#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### DECISIONS ####
emf_create_custom_empire;Form a New Empire;;;;;;;;;;;;;x
emf_create_custom_empire_desc;Create a custom, titular empire. It will retain your current coat of arms (flag) and have a similar map color as your current primary kingdom title, among other dynamically-derived properties relating to your present primary title.;;;;;;;;;;;;;x
emf_create_custom_kingdom;Form a New Kingdom;;;;;;;;;;;;;x
emf_create_custom_kingdom_desc;Create a custom, titular kingdom. It will retain your current coat of arms (flag) and have a similar map color as your current primary duchy title, among other dynamically-derived properties relating to your present primary title.;;;;;;;;;;;;;x
emf_create_hre;Form the Holy Roman Empire;;;;;;;;;;;;;x
emf_create_hre_desc;Reclaim Charlemagne's legacy as the protector of Rome and found the Holy Roman Empire.;;;;;;;;;;;;;x
emf_create_french_hre;Form the Saint-Empire Romain;;;;;;;;;;;;;x
emf_create_french_hre_desc;Reclaim Charlemagne's legacy as the protector of Rome and found the Saint-Empire Romain, a western/frankish/latin-centric alternative HRE.;;;;;;;;;;;;;x
emf_decline_elective_empire;Decline Empire Election;;;;;;;;;;;;;x
emf_decline_elective_empire_desc;Sometimes, one doesn't want to be Emperor. This decision allows you to waive any right to the inheritance of a feudal elective empire within the lifetime of [Root.GetTitledFirstNameNoRegnal].\n\n§MNOTE:§! Even after waiving the election, it's still possible to appear the heir to such an empire, but this doesn't matter. The second in the line of succession will actually inherit upon succession.;;;;;;;;;;;;;x
emf_restore_byzantium;Restore Byzantium;;;;;;;;;;;;;x
emf_restore_byzantium_desc;Restore the Byzantine Empire. The Roman Empire shall not be forgotten by history!;;;;;;;;;;;;;x
#### EVENTS ####
emf_empires.0.desc;These are dark times. It is true, and I weep for the realm for its truth: the Empire has been broken. I can no longer foolishly claim the title. To do so would be comedy at best and sacrilege at worst...;;;;;;;;;;;;;x
emf_empires.0.opt.a;It's time for a change.;;;;;;;;;;;;;x
#### MODIFIERS ####
emf_decline_elective_empire_modifier;Declined Empire Election;;;;;;;;;;;;;x
emf_decline_elective_empire_modifier_desc;Since [Root.GetBestName] has no interest in becoming the Emperor, [Root.GetSubjectPronoun] waived [Root.GetPossPronoun] right to inherit an elective empire.;;;;;;;;;;;;;x
#### TOOLTIPS ####
WILL_NOT_INHERIT_ANY_ELECTIVE_EMPIRE;Once §Y[Root.GetBestName]§! takes this decision, [Root.GetSubjectPronoun] will waive all rights to inherit any feudal elective empire for the rest of [Root.GetPossPronoun] life. This action cannot be canceled during the lifetime of any given ruler.\n;;;;;;;;;;;;;x
emf_empires_ctt_byz_valid_religion;Religion is Orthodox, Bogomilist, Monothelite, or Iconoclast\n;;;;;;;;;;;;;x
emf_empires_ctt_byz_valid_religion_player;Religion is Nestorian, Messalian, Apostolic, Paulician, Tondrakian, Miaphysite, Monophysite, or Maronite\n;;;;;;;;;;;;;x
emf_empires_ctt_can_afford_dj_empire_creation;Can afford cost of §Y600§!¤ and §Y400§! [This.Religion.GetPietyName]\n;;;;;;;;;;;;;x
emf_empires_ctt_completely_controls_byzantium_counties;All counties within §YConstantinople§!'s de jure kingdom, §Y[This.GetBaseName]§!, are under §Y[Root.GetBestName]§!\n;;;;;;;;;;;;;x
emf_empires_ctt_completely_controls_constantinople_besides_hagiasophia;Completely controls §YConstantinople§! and its holdings, besides §YHagia Sophia§!\n;;;;;;;;;;;;;x
emf_empires_ctt_hagiasophia_under_ROOT_or_held_by_patriarch_if_orthodox;§YHagia Sophia§!: Within the realm of §Y[Root.GetBestName]§! OR, if [Root.GetPossPronoun] religion is Orthodox, held by the §YEcumenical Patriarchate§!\n;;;;;;;;;;;;;x
