#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CB_NAME_REMOVE_INTERNAL_PEACE;Remove Internal Peace;;;;Revocar Paz del Rey;;;;;;;;;x
WAR_NAME_REMOVE_INTERNAL_PEACE;$ORDER$$SECOND_ADJ$ Civil War to Remove The King's Peace;;;;$ORDER$ guerra civil $SECOND_ADJ$ para revocar la Paz del Rey.;;;;;;;;;x
remove_internal_peace_desc;§Y$CLAIMANT$§! can declare war to remove internal peace!;;;;§Y$CLAIMANT$§! puede declarar la guerra para revocar la Paz del Rey.;;;;;;;;;x
CB_NAME_REMOVE_REVOKATION;Remove Title Revocation;;;;Revocar usurpación de títulos;;;;;;;;;x
WAR_NAME_REMOVE_REVOKATION;$ORDER$$SECOND_ADJ$ Civil War to Remove Title Revocation;;;;$ORDER$ guerra civil $SECOND_ADJ$ para revocar la libre usurpación de títulos por el señor feudal.;;;;;;;;;x
remove_revokation_desc;§Y$CLAIMANT$§! can declare war to remove title revocation!;;;;¡§Y$CLAIMANT$§! puede declarar la guerra para revocar la usurpación de títulos!;;;;;;;;;x
CB_NAME_REMOVE_INHERITANCE;Remove Protected Inheritance;;;;Revocar protección de herencias;;;;;;;;;x
WAR_NAME_REMOVE_INHERITANCE;$ORDER$$SECOND_ADJ$ Civil War to Remove Protected Inheritance;;;;$ORDER$ guerra civil $SECOND_ADJ$ para revocar protección de herencias;;;;;;;;;x
remove_inheritance_desc;§Y$CLAIMANT$§! can declare war to remove protected inheritance in the §Y$TITLE$§!;;;;§Y$CLAIMANT$§! puede declarar guerra para revocar la protección de herencias en  §Y$TITLE$§!;;;;;;;;;x
CB_NAME_REDUCE_CROWN_LEVIES;Reduce Obligations;;;;Reducir deberes feudales;;;;;;;;;x
WAR_NAME_REDUCE_CROWN_LEVIES;$ORDER$$SECOND_ADJ$ Civil War to Reduce Obligations;;;;$ORDER$ guerra civil $SECOND_ADJ$ para reducir los deberes feudales;;;;;;;;;x
reduce_crown_levies_desc;§Y$CLAIMANT$§! can declare war to reduce obligations!;;;;¡§Y$CLAIMANT$§! puede declarar la guerra para reducir los deberes feudales!;;;;;;;;;x
CB_NAME_RETAKE_THE_COAST;Retake the coast;;;;Retomar la costa;;;;;;;;;x
WAR_NAME_RETAKE_THE_COAST;$ORDER$$FIRST_ADJ$ War to Retake the Coast;;;;$ORDER$ guerra $FIRST_ADJ$ para retomar la costa;;;;;;;;;x
retake_the_coast_desc;§Y$CLAIMANT$§! can declare war to retake the Anatolian coast.;;;;§Y$CLAIMANT$§! puede declarar la guerra para retomar la costa de Anatolia.;;;;;;;;;x
CB_NAME_MINOR_CONQUEST;Conquer Ruler;;;;Conquistar gobernante;;;;;;;;;x
WAR_NAME_MINOR_CONQUEST;$FIRST_ADJ$ Conquest of $DEFENDER$;;;;Conquista $FIRST_ADJ$ de $DEFENDER$;;;;;;;;;x
minor_conquest_desc;With the world shattered by mysterious forces it is ripe for the taking. Might shall make right.;;;;Con el mundo fracturado por fuerzas misteriosas, está maduro para cogerlo. La fuerza nos dará la razón.;;;;;;;;;x
CB_NAME_SUBJUGATION;Subjugate Ruler;;;;Subyugar gobernante;;;;;;;;;x
WAR_NAME_SUBJUGATION;$FIRST_ADJ$ Subjugation of $DEFENDER$;;;;Subyugación $FIRST_ADJ$ de $DEFENDER$;;;;;;;;;x
subjugation_desc;This county cannot resist the attacks of its enemies, it shall be better under our protection.;;;;Este condado no podrá resistir los ataques de sus enemigos, es mejor que esté bajo nuestra protección.;;;;;;;;;x
subjugation_duke_desc;This duchy cannot resist the attacks of its enemies, it shall be better under our protection.;;;;Este ducado no podrá resistir los ataques de sus enemigos, es mejor que esté bajo nuestra protección.;;;;;;;;;x
conquest_of_the_balkans_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;;;;Este casus belli puede ser usado por §Y$CLAIMANT$§! para forzar su reclamación sobre el §Y$TITLE$§!;;;;;;;;;x
BULGARIAN_UPRISING;Bulgarian Uprising;;;;Revuelta búlgara;;;;;;;;;x
bulgarian_uprising_desc;The Bulgarian Uprising;;;;La revuelta búlgara;;;;;;;;;x
CB_NAME_RETAKE_RELIGIOUS;Religious Reconquest of [Title.GetBaseName];;;;Reconquista religiosa de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_RETAKE_RELIGIOUS;$ORDER$$FIRST_ADJ$ Religious Reconquest of $OTHER_TITLE$;;;;$ORDER$ reconquista religiosa $FIRST_ADJ$ de $OTHER_TITLE$;;;;;;;;;x
retake_religious_lands_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. You get this CB thanks to the target having provinces of your religion within it. It will always conquer the target duchy outright.;;;;§Y$CLAIMANT$§! puede usar este casus belli para apoderarse de todos los títulos del infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de jure, debido a que hay provincias de nuestra fe en él. Se conquistará el ducado entero.;;;;;;;;;x
special_holy_war_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. You get this CB due to playing as either Jerusalem or a Holy Order, letting you bypass nearly all regular holy war requirements. This CB outright conquers the target, while the regular Holy War CB will only vassalize.;;;;§Y$CLAIMANT$§! puede usar este casus belli para apoderarse de todos los títulos del infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de jure, ya que el Reino de Jerusalén y las órdenes sagradas pueden hacer más guerras santas. Este casus belli te permite apoderarte de los títulos, mientras que la guerra santa normal sólo te permite avasallar.;;;;;;;;;x
CB_NAME_SPECIAL_RELIGIOUS;Special Holy War for [Title.GetBaseName];;;;Guerra santa especial por [Title.GetBaseName];;;;;;;;;x
muslim_county_conquest_religious_desc;Muslims can conquer single border counties without specific reasons at the cost of §Y50§! Piety. This is a holy war.;Les musulmans peuvent conquérir les comtés frontaliers sans raison spécifique pour §Y50§! de piété.;Muslime können einzelne, angrenzende Länder ohne spezifischen Grund zum Preis von §Y50§! Frömmigkeit erobern.;;Los Musulmanes pueden conquistar condados fronterizos únicos sin motivos específicos por el coste de §Y50§! Piedad.;;;;;;;;;x
