#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### EVENT MODIFIERS;;;;;;;;;;;;;;x
### General
emf_mod_heavy_rain_good;Heavy Rain;;;;;;;;;;;;;x
emf_mod_heavy_rain_good_desc;Heavy rainfall during the spring is good for growing crops, but the mud can hinder travel.;;;;;;;;;;;;;x
emf_mod_heavy_rain_bad;Heavy Rain;;;;;;;;;;;;;x
emf_mod_heavy_rain_bad_desc;Heavy rainfall during summer or autumn is bad for crops which are ripening or ready to be harvested.;;;;;;;;;;;;;x
emf_mod_storms;Storms;;;;;;;;;;;;;x
emf_mod_storms_desc;Stormy weather damages crops and wreaks havoc on livestock.;;;;;;;;;;;;;x
emf_mod_drought;Drought;;;;;;;;;;;;;x
emf_mod_drought_desc;Droughts are very bad for crops, livestock, and any people in the afflicted region.;;;;;;;;;;;;;x
### Special
emf_mod_rats;Plague of Rats;;;;;;;;;;;;;x
emf_mod_rats_desc;Rats have gotten into food stores all across [This.GetName].;;;;;;;;;;;;;x
emf_mod_wolves;Wolves in the Livestock;;;;;;;;;;;;;x
emf_mod_wolves_desc;x;;;;;;;;;;;;;x
emf_mod_river_flooding;River Flooding;;;;;;;;;;;;;x
emf_mod_river_flooding_desc;Heavy rainfall causes rivers to overflow their banks and flood nearby lands, destroying crops, threatening livestock, and driving people from their homes.;;;;;;;;;;;;;x
emf_mod_coastal_flooding;Coastal Flooding;;;;;;;;;;;;;x
emf_mod_coastal_flooding_desc;Wind and rain along coastlines leads to higher than normal swells which inundate low-lying areas and wreak havoc on shipping.;;;;;;;;;;;;;x
emf_mod_sandstorms;Sandstorms;;;;;;;;;;;;;x
emf_mod_sandstorms_desc;Wind in the desert can create massive sandstorms which severely restrict travel.;;;;;;;;;;;;;x
emf_mod_desert_rain;Desert Rain;;;;;;;;;;;;;x
emf_mod_desert_rain_desc;Rain in the desert is rare but extremely welcome and usually accompanied by a great flowering.;;;;;;;;;;;;;x
emf_mod_desert_storms;Storms;;;;;;;;;;;;;x
emf_mod_desert_storms_desc;Storms in the desert batter unprotected inhabitants with wind and rain, potentially causing flash floods and poor traveling conditions.;;;;;;;;;;;;;x
### Winter
emf_mod_heavy_snow;Heavy Snow;;;;;;;;;;;;;x
emf_mod_heavy_snow_desc;Heavy snow in winter disrupts all the necessary patterns of life.;;;;;;;;;;;;;x
emf_mod_blizzards;Blizzards;;;;;;;;;;;;;x
emf_mod_blizzards_desc;The combination of storms and snow can make travel a nightmare and strand people indoors until conditions clear.;;;;;;;;;;;;;x
emf_mod_mild_winter;Mild Winter;;;;;;;;;;;;;x
emf_mod_mild_winter_desc;A warmer than usual winter eases the usual deprivations of the coldest season.;;;;;;;;;;;;;x
emf_mod_harsh_winter;Harsh Winter;;;;;;;;;;;;;x
emf_mod_harsh_winter_desc;A particularly cold winter brings starvation and death to everyone caught in its grasp.;;;;;;;;;;;;;x
### Spring
emf_mod_pleasant_spring;Pleasant Spring;;;;;;;;;;;;;x
emf_mod_pleasant_spring_desc;A warmer spring is good for planting and means plentiful food for livestock.;;;;;;;;;;;;;x
emf_mod_long_winter;Long Winter;;;;;;;;;;;;;x
emf_mod_long_winter_desc;When winter lasts into spring the usual pattern of agriculture is disrupted and food supplies are strained for everyone.;;;;;;;;;;;;;x
### Summer
emf_mod_heat_wave;Heat Wave;;;;;;;;;;;;;x
emf_mod_heat_wave_desc;Brutally hot summers are bad for people and livestock alike.;;;;;;;;;;;;;x
emf_mod_mild_summer;Mild Summer;;;;;;;;;;;;;x
emf_mod_mild_summer_desc;Cooler than usual summers are good for everyone.;;;;;;;;;;;;;x
emf_mod_cloudy;Cloudy Summer;;;;;;;;;;;;;x
emf_mod_cloudy_desc;Cloudy weather during the summer is bad for ripening crops.;;;;;;;;;;;;;x
emf_mod_bright;Bright Summer;;;;;;;;;;;;;x
emf_mod_bright_desc;Bright and sunny weather during the summer is excellent for ripening crops.;;;;;;;;;;;;;x
### Autumn
emf_mod_warm_autumn;Warm Autumn;;;;;;;;;;;;;x
emf_mod_warm_autumn_desc;A warmer than usual autumn is good for everyone.;;;;;;;;;;;;;x
emf_mod_early_winter;Early Winter;;;;;;;;;;;;;x
emf_mod_early_winter_desc;An early arrival of winter brings all the potential suffering of cold weather, but can also destroy ripened crops before they can be harvested.;;;;;;;;;;;;;x
