#CODE;ENGLISH;;;;;;;;;;;;;x
#
# IMPERIAL MAIN
#
ca_imperial_dec_1;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_2;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_3;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_4;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_5;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_6;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_7;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_8;Imperial Decay;;;;;;;;;;;;;x
ca_imperial_dec_desc;The decay and corruption within the Imperial government has reduced its effectiveness at recruiting and maintaining a standing army.;;;;;;;;;;;;;x
crowned;Crowned;;;;;;;;;;;;;x
crowned_desc;This character has been officially coronated and recognized as ruler in front of their gathered vassals.;;;;;;;;;;;;;x
crowned_by_pope;Crowned By The Pope;;;;;;;;;;;;;x
crowned_by_pope_desc;This character has been officially coronated and recognized as ruler in front of their gathered vassals in a ceremony administered by the His Holiness the Pope.;;;;;;;;;;;;;x
imperial_bureaucrat;Imperial Bureaucrat;;;;;;;;;;;;;x
imperial_bureaucrat_desc;This character served for a time within the imperial bureaucracy, and is very proficient at numbers and the art of government.;;;;;;;;;;;;;x
imperial_courtier;Imperial Courtier;;;;;;;;;;;;;x
imperial_courtier_desc;This character has spent a great deal of time within the imperial court, and is proficient in navigating its many intrigues and shifting alliances.;;;;;;;;;;;;;x
imperial_government;Imperial;;;;;;;;;;;;;x
imperial_government_desc;This type of government represents a complex bureaucracy of magistrates and functionaries acting in the ruler's name. It allows for a power structure that hands less power to landed vassals, but also can be susceptible to a greater degree of court intrigue and government corruption than a standard feudal system.;;;;;;;;;;;;;x
imperial_guard;Imperial Guard;;;;;;;;;;;;;x
imperial_guard_desc;This character was trained among the ranks of the Imperial Guard, serving for a time as bodyguard to the rulers of the realm.;;;;;;;;;;;;;x
muslim_imperial_government;al-Mulk;;;;;;;;;;;;;x
muslim_imperial_government_desc;This type of government represents a complex bureaucracy of magistrates and functionaries acting in the ruler's name. It allows for a power structure that hands less power to landed vassals, but also can be susceptible to a greater degree of court intrigue and government corruption than the standard Iqta system.;;;;;;;;;;;;;x
plot_overthrow_empire_short;Plot to Overthrow Empire;;;;;;;;;;;;;x
plot_overthrow_empire_title;Overthrow [This.GetBestName];;;;;;;;;;;;;x
plot_overthrow_empire_desc;The halls of the imperial palace can be a dangerous place, but there are opportunities for the bold. [From.GetTitledFirstNameNoRegnal] intends to overthrow [This.GetTitledName] and install [From.GetHerHim]self as the new ruler of the [This.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x
strong_basileus;Strong Basileus;;;;;;;;;;;;;x
strong_basileus_desc;This ruler of the Byzantine Empire is recognised throughout the realm as strong and powerful.;;;;;;;;;;;;;x
uncrowned;Uncrowned;;;;;;;;;;;;;x
uncrowned_desc;While this character already rules their realm, they have not yet been officially coronated. Without that ceremony to cement their position, there are some who yet claim they are not the rightful ruler.;;;;;;;;;;;;;x
weak_basileus;Coronated Basileus;;;;;;;;;;;;;x
weak_basileus_desc;This ruler of the Byzantine Empire has been officially coronated, but is not considered strong enough to truly unify the support of the empire.;;;;;;;;;;;;;x
#
# IMPERIAL MODIFIERS
#
allowed_to_serve_empire;Allowed to Serve Empire;;;;;;;;;;;;;x
away_from_court;Away From Court;;;;;;;;;;;;;x
away_from_court_desc;When someone is away from their home court leading armies, it is much more difficult for them to discover plots...and all but impossible to have more children.;;;;;;;;;;;;;x
bureaucratic_anger;Bureaucratic Anger;;;;;;;;;;;;;x
bureaucratic_anger_desc;The imperial bureaucracy has a way of making its displeasure felt, even against the most powerful of rulers.;;;;;;;;;;;;;x
bureaucratic_chaos;Bureaucratic Chaos;;;;;;;;;;;;;x
bureaucratic_chaos_desc;Something has gone very wrong within the mechanism of the imperial bureaucracy, and its effects are currently being felt throughout the realm.;;;;;;;;;;;;;x
bureaucratic_reform_1;Bureaucratic Reform;;;;;;;;;;;;;x
bureaucratic_reform_1_desc;Reforms within the imperial bureaucracy have improved the way taxes are collected.;;;;;;;;;;;;;x
bureaucratic_reform_2;Bureaucratic Reform;;;;;;;;;;;;;x
bureaucratic_reform_2;Reforms within the imperial bureaucracy have improved the way taxes are collected.;;;;;;;;;;;;;x
coronation_rejected;Rejected Coronation;;;;;;;;;;;;;x
courtier_anger;Imperial Intrigue;;;;;;;;;;;;;x
courtier_anger_desc;The constant intrigue swirling about the imperial court is currently working against this character.;;;;;;;;;;;;;x
decay_event_timer;Decay Event Timer;;;;;;;;;;;;;x
decay_event_timer_desc;Decay Event Timer;;;;;;;;;;;;;x
imperial_bodyguards;Imperial Bodyguards;;;;;;;;;;;;;x
imperial_bodyguards_desc;This character has a group of elite and exceptionally-trained bodyguards to keep them safe.;;;;;;;;;;;;;x
military_chaos;Military Chaos;;;;;;;;;;;;;x
military_chaos_desc;The realm's military structure is currently in complete disarray.;;;;;;;;;;;;;x
imperial_decay_1;Imperial Decay (10-20);;;;;;;;;;;;;x
