#Player/Pretender Empire Dynasties
e_china_tang;Tang Empire;Tang;Tang;;Tang;;;;;;;;;x
e_china_jin;Jin Empire;Jin;Jin;;Jin;;;;;;;;;x
e_china_wei;Wei Empire;Wei;Wei;;Wei;;;;;;;;;x
e_china_qi;Qi Empire;Qi;Qi;;Qi;;;;;;;;;x
e_china_zhou;Zhou Empire;Zhou;Zhou;;Zhou;;;;;;;;;x
e_china_han;Han Empire;Han;han;;Han;;;;;;;;;x
e_china_qin;Qin Empire;Qin;Qin;;Qin;;;;;;;;;x
e_china_yan;Yan Empire;Yan;Yan;;Yan;;;;;;;;;x
e_china_zhao;Zhao Empire;Zhao;Zhao;;Zhao;;;;;;;;;x
e_china_liao;Liao Empire;Liao;Liao;;Liao;;;;;;;;;x
e_china_yuan;Yuan Empire;Yuan;Yuan;;Yuan;;;;;;;;;x
e_china_xia;Xia Empire;Xia;Xia;;Xia;;;;;;;;;x
e_china_qing;Qing Empire;Qing;Qing;;Qing;;;;;;;;;x
e_china_dai;Dai Empire;Dai;Dai;;Dai;;;;;;;;;x
e_china_cheng;Cheng Empire;Cheng;Cheng;;Cheng;;;;;;;;;x
e_china_liang;Liang Empire;Liang;Liang;;Liang;;;;;;;;;x
e_china_song;Song Empire;Song;Song;;Song;;;;;;;;;x
e_china_ming;Ming Empire;Ming;Ming;;Ming;;;;;;;;;x
e_china_shu;Shu Empire;Shu;Shu;;Shu;;;;;;;;;x
e_china_wu;Wu Empire;Wu;Wu;;Wu;;;;;;;;;x
e_china_chu;Chu Empire;Chu;Chu;;Chu;;;;;;;;;x
e_china_yue;Yue Empire;Yue;Yue;;Yue;;;;;;;;;x
e_china_yin;Yin Empire;Yin;Yin;;Yin;;;;;;;;;x
e_china_shun;Shun Empire;Shun;Shun;;Shun;;;;;;;;;x
e_china_tang_adj;Tang;Tang;Tang;;Tang;;;;;;;;;x
e_china_jin_adj;Jin;Jin;Jin;;Jin;;;;;;;;;x
e_china_wei_adj;Wei;Wei;Wei;;Wei;;;;;;;;;x
e_china_qi_adj;Qi;Qi;Qi;;Qi;;;;;;;;;x
e_china_zhou_adj;Zhou;Zhou;Zhou;;Zhou;;;;;;;;;x
e_china_han_adj;Han;Han;han;;Han;;;;;;;;;x
e_china_qin_adj;Qin;Qin;Qin;;Qin;;;;;;;;;x
e_china_yan_adj;Yan;Yan;Yan;;Yan;;;;;;;;;x
e_china_zhao_adj;Zhao;Zhao;Zhao;;Zhao;;;;;;;;;x
e_china_liao_adj;Liao;Liao;Liao;;Liao;;;;;;;;;x
e_china_yuan_adj;Yuan;Yuan;Yuan;;Yuan;;;;;;;;;x
e_china_xia_adj;Xia;Xia;Xia;;Xia;;;;;;;;;x
e_china_qing_adj;Qing;Qing;Qing;;Qing;;;;;;;;;x
e_china_dai_adj;Dai;Dai;Dai;;Dai;;;;;;;;;x
e_china_cheng_adj;Cheng;Cheng;Cheng;;Cheng;;;;;;;;;x
e_china_liang_adj;Liang;Liang;Liang;;Liang;;;;;;;;;x
e_china_song_adj;Song;Song;Song;;Song;;;;;;;;;x
e_china_ming_adj;Ming;Ming;Ming;;Ming;;;;;;;;;x
e_china_shu_adj;Shu;Shu;Shu;;Shu;;;;;;;;;x
e_china_wu_adj;Wu;Wu;Wu;;Wu;;;;;;;;;x
e_china_chu_adj;Chu;Chu;Chu;;Chu;;;;;;;;;x
e_china_yue_adj;Yue;Yue;Yue;;Yue;;;;;;;;;x
e_china_yin_adj;Yin;Yin;Yin;;Yin;;;;;;;;;x
e_china_shun_adj;Shun;Shun;Shun;;Shun;;;;;;;;;x
