#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################################################################################
####  DECISIONS
################################################################################
emf_debug_kill;DEV: Kill;;;;;;;;;;;;;x
emf_debug_kill_desc;Kill [Root.GetTitledFirstName]!;;;;;;;;;;;;;x
emf_debug_abdicate;DEV: Abdicate;;;;;;;;;;;;;x
emf_debug_abdicate_desc;Force [Root.GetTitledFirstName] to abdicate.;;;;;;;;;;;;;x
################################################################################
####  EVENTS
################################################################################
################################################################################
####  TOOLTIPS
################################################################################
