#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
### Events;;;;;;;;;;;;;;x
## Seasonal;;;;;;;;;;;;;;x
# General;;;;;;;;;;;;;;x
emf_regional.100.desc;Test1;;;;;;;;;;;;;x
emf_regional.100.title;Test2;;;;;;;;;;;;;x
emf_regional.100.a;Test3;;;;;;;;;;;;;x
emf_regional.101.desc;Test1;;;;;;;;;;;;;x
emf_regional.101.title;Test2;;;;;;;;;;;;;x
emf_regional.101.a;Test3;;;;;;;;;;;;;x
emf_regional.102.desc;Test1;;;;;;;;;;;;;x
emf_regional.102.title;Test2;;;;;;;;;;;;;x
emf_regional.102.a;Test3;;;;;;;;;;;;;x
# Winter;;;;;;;;;;;;;;x
emf_regional.200.desc;Test1;;;;;;;;;;;;;x
emf_regional.200.title;Test2;;;;;;;;;;;;;x
emf_regional.200.a;Test3;;;;;;;;;;;;;x
emf_regional.201.desc;Test1;;;;;;;;;;;;;x
emf_regional.201.title;Test2;;;;;;;;;;;;;x
emf_regional.201.a;Test3;;;;;;;;;;;;;x
emf_regional.202.desc;Test1;;;;;;;;;;;;;x
emf_regional.202.title;Test2;;;;;;;;;;;;;x
emf_regional.202.a;Test3;;;;;;;;;;;;;x
emf_regional.203.desc;Test1;;;;;;;;;;;;;x
emf_regional.203.title;Test2;;;;;;;;;;;;;x
emf_regional.203.a;Test3;;;;;;;;;;;;;x
# Spring;;;;;;;;;;;;;;x
emf_regional.250.desc;Test1;;;;;;;;;;;;;x
emf_regional.250.title;Test2;;;;;;;;;;;;;x
emf_regional.250.a;Test3;;;;;;;;;;;;;x
emf_regional.251.desc;Test1;;;;;;;;;;;;;x
emf_regional.251.title;Test2;;;;;;;;;;;;;x
emf_regional.251.a;Test3;;;;;;;;;;;;;x
# Summer;;;;;;;;;;;;;;x
emf_regional.300.desc;Test1;;;;;;;;;;;;;x
emf_regional.300.title;Test2;;;;;;;;;;;;;x
emf_regional.300.a;Test3;;;;;;;;;;;;;x
emf_regional.301.desc;Test1;;;;;;;;;;;;;x
emf_regional.301.title;Test2;;;;;;;;;;;;;x
emf_regional.301.a;Test3;;;;;;;;;;;;;x
emf_regional.302.desc;Test1;;;;;;;;;;;;;x
emf_regional.302.title;Test2;;;;;;;;;;;;;x
emf_regional.302.a;Test3;;;;;;;;;;;;;x
emf_regional.303.desc;Test1;;;;;;;;;;;;;x
emf_regional.303.title;Test2;;;;;;;;;;;;;x
emf_regional.303.a;Test3;;;;;;;;;;;;;x
# Autumn;;;;;;;;;;;;;;x
emf_regional.350.desc;Test1;;;;;;;;;;;;;x
emf_regional.350.title;Test2;;;;;;;;;;;;;x
emf_regional.350.a;Test3;;;;;;;;;;;;;x
emf_regional.351.desc;Test1;;;;;;;;;;;;;x
emf_regional.351.title;Test2;;;;;;;;;;;;;x
emf_regional.351.a;Test3;;;;;;;;;;;;;x
## Modifiers;;;;;;;;;;;;;;x
# General;;;;;;;;;;;;;;x
emf_mod_heavy_rain;Heavy Rain;;;;;;;;;;;;;x
emf_mod_heavy_rain_desc;x;;;;;;;;;;;;;x
emf_mod_storms;Storms;;;;;;;;;;;;;x
emf_mod_storms_desc;x;;;;;;;;;;;;;x
emf_mod_drought;Drought;;;;;;;;;;;;;x
emf_mod_drought_desc;x;;;;;;;;;;;;;x
# Special;;;;;;;;;;;;;;x
emf_mod_river_flooding;River Flooding;;;;;;;;;;;;;x
emf_mod_river_flooding_desc;x;;;;;;;;;;;;;x
emf_mod_coastal_flooding;Coastal Flooding;;;;;;;;;;;;;x
emf_mod_coastal_flooding_desc;x;;;;;;;;;;;;;x
emf_mod_sandstorms;Sandstorms;;;;;;;;;;;;;x
emf_mod_sandstorms_desc;x;;;;;;;;;;;;;x
emf_mod_desert_rain;Desert Rain;;;;;;;;;;;;;x
emf_mod_desert_rain_desc;x;;;;;;;;;;;;;x
# Winter;;;;;;;;;;;;;;x
emf_mod_heavy_snow;Heavy Snow;;;;;;;;;;;;;x
emf_mod_heavy_snow_desc;x;;;;;;;;;;;;;x
emf_mod_blizzards;Blizzards;;;;;;;;;;;;;x
emf_mod_blizzards_desc;x;;;;;;;;;;;;;x
emf_mod_mild_winter;Mild Winter;;;;;;;;;;;;;x
emf_mod_mild_winter_desc;x;;;;;;;;;;;;;x
emf_mod_harsh_winter;Harsh Winter;;;;;;;;;;;;;x
emf_mod_harsh_winter_desc;x;;;;;;;;;;;;;x
# Spring;;;;;;;;;;;;;;x
emf_mod_pleasant_spring;Pleasant Spring;;;;;;;;;;;;;x
emf_mod_pleasant_spring_desc;x;;;;;;;;;;;;;x
emf_mod_long_winter;Long Winter;;;;;;;;;;;;;x
emf_mod_long_winter_desc;x;;;;;;;;;;;;;x
# Summer;;;;;;;;;;;;;;x
emf_mod_heat_wave;Heat Wave;;;;;;;;;;;;;x
emf_mod_heat_wave_desc;This province is having a brutally hot summer.;;;;;;;;;;;;;x
emf_mod_mild_summer;Mild Summer;;;;;;;;;;;;;x
emf_mod_mild_summer_desc;This province is having a pleasant, mild summer.;;;;;;;;;;;;;x
emf_mod_cloudy;Cloudy Summer;;;;;;;;;;;;;x
emf_mod_cloudy_desc;x;;;;;;;;;;;;;x
emf_mod_bright;Bright Summer;;;;;;;;;;;;;x
emf_mod_bright_desc;x;;;;;;;;;;;;;x
# Autumn;;;;;;;;;;;;;;x
emf_mod_warm_autumn;Warm Autumn;;;;;;;;;;;;;x
emf_mod_warm_autumn_desc;x;;;;;;;;;;;;;x
emf_mod_early_winter;Early Winter;;;;;;;;;;;;;x
emf_mod_early_winter_desc;x;;;;;;;;;;;;;x
