#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tp_warrior_cult;Warrior Cult;Culte guerrier;Kriegerkult;;Culto guerrero;;;;;;;;;x
ct_warrior_cult;Warrior Cult;Culte guerrier;Kriegerkult;;Culto guerrero;;;;;;;;;x
ct_trade_post_1;Small Center of Trade;;;;Pequeño Centro de Comercio;;;;;;;;;x
ct_trade_post_2;Center of Trade;;;;Centro de Comercio Mediano;;;;;;;;;x
ct_trade_post_3;Large Center of Trade;;;;Gran Centro de Comercio;;;;;;;;;x
ct_trade_post_4;Huge Center of Trade;;;;Enorme Centro de Comercio;;;;;;;;;x
ct_trade_post_5;Gargantuan Center of Trade;;;;Gigantesco Centro de Comercio;;;;;;;;;x
ca_culture_saxon_english_0;Long Bow range;;;;Arquería de arcos largos;;;;;;;;;x
ca_culture_saxon_english_5;Long Bow range;;;;Arquería de arcos largos;;;;;;;;;x
ca_culture_scottish_0;Schiltron Training Ground;;;;Campo de entrenamiento Schiltron;;;;;;;;;x
ca_culture_scottish_5;Schiltron Training Ground;;;;Campo de entrenamiento Schiltron;;;;;;;;;x
ca_culture_group_baltic_0;Warrior Gathering Ground;;;;Campo de reunión de guerreros;;;;;;;;;x
ca_culture_group_baltic_5;Warrior Gathering Ground;;;;Campo de reunión de guerreros;;;;;;;;;x
ca_culture_group_altaic_0;Riding Grounds;;;;Campos de monta;;;;;;;;;x
ca_culture_group_altaic_5;Riding Grounds;;;;Campos de monta;;;;;;;;;x
ca_culture_frank_norman_german_0;Jousting Lists;;;;Palenques de justas;;;;;;;;;x
ca_culture_frank_norman_german_5;Jousting Lists;;;;Palenques de justas;;;;;;;;;x
ca_culture_group_iberian_0;Caballero Training Ground;;;;Campo de entrenamiento de Caballeros;;;;;;;;;x
ca_culture_group_iberian_5;Caballero Training Ground;;;;Campo de entrenamiento de Caballeros;;;;;;;;;x
ca_culture_italian_0;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_1;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_2;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_3;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_4;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_5;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_cavalry_desc;Elite Italian mounted crossbowmen (balestrieri) train here, a multifarious specialization of arms that lends itself especially well to shock and defense tactics, at considerable expense. This military tradition draws from Italian-German (Lombard) origins.;;;;Aquí se entrena la élite de ballesteros montados italianos (los balestieri), una variada especialización de armas muy eficaz en tácticas de choque y defensa, aunque cara. Esta tradición militar tiene orígenes lombardos (italogermanos).;;;;;;;;;x
ca_culture_russian_0;Druzhina Training Ground;;;;Campo de entrenamiento Druzhina;;;;;;;;;x
ca_culture_russian_5;Druzhina Training Ground;;;;Campo de entrenamiento Druzhina;;;;;;;;;x
ca_culture_group_north_germanic_0;Huscarl Training Ground;;;;Campo de entrenamiento de Huscarles;;;;;;;;;x
ca_culture_group_north_germanic_5;Huscarl Training Ground;;;;Campo de entrenamiento de Huscarles;;;;;;;;;x
ca_culture_hungarian_0;Hussar Training Ground;;;;Campo de entrenamiento de Húsares;;;;;;;;;x
