#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################################################################################
####  DECISIONS
################################################################################
emf_debug_faction_court_war;DEV: Court Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_prosperity_war;DEV: Prosperity Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_glory_war;DEV: Glory Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_tradition_war;DEV: Tradition Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_court_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Court Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_prosperity_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Prosperity Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_glory_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Glory Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_tradition_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Tradition Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_log_revolt_state;DEV: Log Civil War State;;;;;;;;;;;;;x
emf_debug_faction_log_revolt_state_desc;Dump [Root.GetTitledFirstName]'s civil war state tracking information to game.log.;;;;;;;;;;;;;x
################################################################################
####  EVENTS
################################################################################
emf_faction.1010.desc;You may incite a normal faction overthrow revolt, as if the faction had decided to do so, wherein dynamic call-to-arms will work as always. Alternatively, you may bypass the usual call-to-arms AI code so that all vassals not already at war will join. Either way, the initiating faction will revolt regardless of war status.;;;;;;;;;;;;;x
emf_faction.1010.opt.a;Standard call-to-arms;;;;;;;;;;;;;x
emf_faction.1010.opt.b;Bypass the AI;;;;;;;;;;;;;x
################################################################################
####  OPINION MODIFIERS
################################################################################
################################################################################
####  TOOLTIPS
################################################################################
emf_debug_ctt_faction_not_already_revolting;This faction is not already part of a revolt.\n;;;;;;;;;;;;;x
