#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tp_warrior_cult;Warrior Cult;Culte guerrier;Kriegerkult;;Culto guerrero;;;;;;;;;x
ct_warrior_cult;Warrior Cult;Culte guerrier;Kriegerkult;;Culto guerrero;;;;;;;;;x
ct_trade_post_1;Small Center of Trade;;;;Pequeño Centro de Comercio;;;;;;;;;x
ct_trade_post_2;Center of Trade;;;;Centro de Comercio Mediano;;;;;;;;;x
ct_trade_post_3;Large Center of Trade;;;;Gran Centro de Comercio;;;;;;;;;x
ct_trade_post_4;Huge Center of Trade;;;;Enorme Centro de Comercio;;;;;;;;;x
ct_trade_post_5;Gargantuan Center of Trade;;;;Gigantesco Centro de Comercio;;;;;;;;;x
ca_culture_saxon_english_0;Longbow Range;Archerie d'arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_5;Longbow Range;Archerie d'arc long;Langbogen-Schießplatz;;Arquería de arco largo;;;;;;;;;x
ca_culture_saxon_english_1_desc_REAL;The strong tradition of archery in England, Wales, and Cumbria produces excellent bowmen. Here they can practise with their powerful longbows.;La vieille tradition de tir à l'arc en Angleterre et au Pays de Galles produit d'excellents archers. Ils peuvent s'exercer ici avec leurs puissants arcs.;Die starke Tradition des Bogenschießens in England, Wales und Cumbria hat exzellente Bogenschützen hervorgebracht. Hier können sie mit ihren mächtigen Langbögen üben. ;;La fuerte tradición con la que cuenta el tiro con arco en Inglaterra y Gales produce unos arqueros excelentes. Aquí pueden entrenarse con sus poderosos arcos largos. ;;;;;;;;;x
ca_culture_scottish_0;Schiltron Training Ground;Camp schiltron;Schiltron-Übungsplatz;;Campo de Entrenamiento Schiltron;;;;;;;;;x
ca_culture_scottish_5;Schiltron Training Ground;Camp schiltron;Schiltron-Übungsplatz;;Campo de Entrenamiento Schiltron;;;;;;;;;x
ca_culture_group_baltic_0;Warrior Gathering Ground;Lieu de rassemblement guerrier;Krieger-Sammelplatz;;Zona de reunión de guerreros;;;;;;;;;x
ca_culture_group_baltic_5;Warrior Gathering Ground;Lieu de rassemblement guerrier;Krieger-Sammelplatz;;Zona de reunión de guerreros;;;;;;;;;x
ca_culture_group_altaic_0;Riding Grounds;Manège;Reitplatz;;Campos de Equitación;;;;;;;;;x
ca_culture_group_altaic_5;Riding Grounds;Manège;Reitplatz;;Campos de Equitación;;;;;;;;;x
ca_culture_frank_norman_german_0;Jousting Lists;Lice de joutes;Turnierlisten;;Listas de justas;;;;;;;;;x
ca_culture_frank_norman_german_5;Jousting Lists;Lice de joutes;Turnierlisten;;Listas de justas;;;;;;;;;x
ca_culture_group_iberian_0;Caballero Training Ground;Camp de caballeros;Caballero-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_group_iberian_5;Caballero Training Ground;Camp de caballeros;Caballero-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_italian_0;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_1;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_2;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_3;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
ca_culture_italian_4;Cavalleria Training Ground;;;;Campo de entrenamiento de Cavaliere;;;;;;;;;x
