#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################################################################################
####  DECISIONS
################################################################################
emf_debug_abdicate;DEV: Abdicate;;;;;;;;;;;;;x
emf_debug_abdicate_desc;Force [Root.GetTitledFirstName] to abdicate.;;;;;;;;;;;;;x
emf_debug_activate_title;DEV: Activate;;;;;;;;;;;;;x
emf_debug_activate_title_desc;Activate §Y[Root.GetID]§!. This will not automatically give the title a holder.;;;;;;;;;;;;;x
emf_debug_claim_title;DEV: Claim;;;;;;;;;;;;;x
emf_debug_claim_title_desc;Add one of the 4 types of claims upon §Y[Root.GetID]§! ([Root.GetBaseName]).;;;;;;;;;;;;;x
emf_debug_claimant_adventure_title;DEV: Start Claimant Adventure;;;;;;;;;;;;;x
emf_debug_claimant_adventure_title_desc;Spawn a new character with a claim on §Y[Root.GetID]§! and start them upon a claimant adventure for it.;;;;;;;;;;;;;x
emf_debug_deactivate_title;DEV: Deactivate;;;;;;;;;;;;;x
emf_debug_deactivate_title_desc;Deactivate §Y[Root.GetID]§!.\n\n§MNOTE:§! It will no longer be possible to locate via Find Title.;;;;;;;;;;;;;x
emf_debug_destroy_title;DEV: Destroy;;;;;;;;;;;;;x
emf_debug_destroy_title_desc;Destroy §Y[Root.GetID]§! outright.\n\n§MNOTE:§! If this is the holder's primary title and another same-tier title is held, the other title will first be made primary to avoid a mess. This is definitely "unsafe.";;;;;;;;;;;;;x
emf_debug_destroy_settlement;DEV: Destroy Settlement;;;;;;;;;;;;;x
emf_debug_destroy_settlement_desc;Destroy the settlement §Y[Root.GetID]§! ([Root.GetBaseName]).;;;;;;;;;;;;;x
emf_debug_disappear;DEV: Disappear;;;;;;;;;;;;;x
emf_debug_disappear_desc;Make §Y[Root.GetTitledName]§! disappear.;;;;;;;;;;;;;x
emf_debug_disband_troops;DEV: Disband Debug Armies;;;;;;;;;;;;;x
emf_debug_disband_troops_desc;Disband all debugging armies & fleets.;;;;;;;;;;;;;x
emf_debug_divorce;DEV: Remove Spouses;;;;;;;;;;;;;x
emf_debug_divorce_desc;Remove all spouses of §Y[Root.GetBestName]§!.;;;;;;;;;;;;;x
emf_debug_dj_liege_target_title;DEV: Target as De Jure Liege;;;;;;;;;;;;;x
emf_debug_dj_liege_target_title_desc;Target §Y[Root.GetID]§! ([Root.GetBaseName]) as a de jure liege title to which de jure vassal titles may be assigned. A 'De Jure Vassalize' title decision will become available on all next-lowest-tier titles to set §Y[Root.GetID]§! as their de jure liege title. This may be done repeatedly.\n\nAn alert will be present while this title is selected for de jure vassal reassignment so that you may quickly return here to finish (i.e., deselect this title).\n\nIf working with multiple liege titles, you need not explicitly "finish" each one: simply re-target.;;;;;;;;;;;;;x
emf_debug_dj_liege_untarget_title;DEV: Untarget as De Jure Liege;;;;;;;;;;;;;x
emf_debug_dj_liege_untarget_title_desc;Stop targeting §Y[Root.GetID]§! ([Root.GetBaseName]) as a de jure liege title to which de jure vassals may be assigned. Note that this is purely a UI function, as de jure reassignment is immediate.;;;;;;;;;;;;;x
emf_debug_dj_liege_untarget_title_named;DEV: Finish De Jure Reassignment for [Root.GetID];;;;;;;;;;;;;x
emf_debug_dj_liege_vassalize_title;DEV: De Jure Vassalize;;;;;;;;;;;;;x
emf_debug_dj_liege_vassalize_title_desc;Set the de jure liege title of §Y[Root.GetID]§! ([Root.GetBaseName]) to §Y[emf_debug_dj_liege.GetID]§! ([emf_debug_dj_liege.GetBaseName]).;;;;;;;;;;;;;x
emf_debug_end_wars;DEV: End All Wars;;;;;;;;;;;;;x
emf_debug_end_wars_desc;Instantly resolve all wars in which §Y[Root.GetBestName]§! is a participant. You may choose whether the wars are invalidated, end in a white peace, end successfully, or end with surrender.;;;;;;;;;;;;;x
emf_debug_gain_under_title;DEV: Gain Settlements Under;;;;;;;;;;;;;x
emf_debug_gain_under_title_desc;Gain all settlements under the §Y[Root.GetFullBaseName]§!.;;;;;;;;;;;;;x
emf_debug_grant_title;DEV: Force Grant;;;;;;;;;;;;;x
emf_debug_grant_title_desc;Force §Y[Root.Holder.GetTitledFirstName]§! to grant the §Y[Root.GetFullBaseName]§! to me.;;;;;;;;;;;;;x
emf_debug_hide_tags;DEV: Hide Title & Province IDs;;;;;;;;;;;;;x
emf_debug_hide_tags_desc;Reset the title and province names in the game back to normal.;;;;;;;;;;;;;x
emf_debug_kill;DEV: Kill;;;;;;;;;;;;;x
emf_debug_kill_desc;Kill [Root.GetTitledFirstName]!;;;;;;;;;;;;;x
emf_debug_lower_vassal_opinion;DEV: Lower Vassal Opinion;;;;;;;;;;;;;x
emf_debug_lower_vassal_opinion_desc;Reduce all of [Root.GetTitledFirstName]'s playable vassals' opinion of [Root.GetHerHim] by §R-25§! for §Y3§! years. This only affects patricians or count- or higher-tier vassals-- not vassal barons from [Root.GetHerHis] demesne.;;;;;;;;;;;;;x
emf_debug_make_independent;DEV: Grant Independence;;;;;;;;;;;;;x
emf_debug_make_independent_desc;Make [Root.GetTitledFirstName] fully independent.;;;;;;;;;;;;;x
emf_debug_move_character;DEV: Move to Court;;;;;;;;;;;;;x
emf_debug_move_character_desc;Move §Y[Root.GetTitledFirstName]§! and [Root.GetPossPronoun] appropriate family from the court of §Y[Root.Liege.GetTitledName]§! to my court.;;;;;;;;;;;;;x
emf_debug_raise_vassal_opinion;DEV: Raise Vassal Opinion;;;;;;;;;;;;;x
emf_debug_raise_vassal_opinion_desc;Increase all of [Root.GetTitledFirstName]'s playable vassals' opinion of [Root.GetHerHim] by §G25§! for §Y3§! years. This only affects patricians or count- or higher-tier vassals-- not vassal barons from [Root.GetHerHis] demesne.;;;;;;;;;;;;;x
emf_debug_show_tags;DEV: Reveal Title & Province IDs;;;;;;;;;;;;;x
emf_debug_show_tags_desc;All titles and provinces on the map will be renamed in order to reveal their title ID and, if applicable, province ID. This includes seazones and wastelands.;;;;;;;;;;;;;x
emf_debug_spawn_troops;DEV: Spawn Army;;;;;;;;;;;;;x
emf_debug_spawn_troops_desc;Spawn a new debugging army & fleet for §Y[Root.GetBestName]§!. You'll be prompted with options regarding army size.;;;;;;;;;;;;;x
emf_debug_unclaim_title;DEV: Remove Claim;;;;;;;;;;;;;x
emf_debug_unclaim_title_desc;Remove claim upon §Y[Root.GetID]§! ([Root.GetBaseName]).;;;;;;;;;;;;;x
emf_debug_usurp_all;DEV: Usurp All Titles;;;;;;;;;;;;;x
emf_debug_usurp_all_desc;Usurp all held titles of [Root.GetTitledFirstName]. However, landless titles will NOT be usurped, so characters with landless titles will still be rulers afterward.;;;;;;;;;;;;;x
emf_debug_usurp_title;DEV: Usurp/Create;;;;;;;;;;;;;x
emf_debug_usurp_title_desc;Usurp or, if necessary, create the §Y[Root.GetFullBaseName]§!.;;;;;;;;;;;;;x
emf_debug_vassalize;DEV: Vassalize;;;;;;;;;;;;;x
