#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#zz~swmh_text.csv;;;;;;;;;;;;;;x
#zz~plus_misc.csv;;;;;;;;;;;;;;x
#zz~plus_faction.csv;;;;;;;;;;;;;;x
#zz~hip.csv;;;;;;;;;;;;;;x
imperial_emperor_female_hip_culture;Queen;;;;;;;;;;;;;x
imperial_emperor_hip_culture;Queen;;;;;;;;;;;;;x
#zz~emf_vanilla_crusades.csv;;;;;;;;;;;;;;x
#zz~emf_vanilla.csv;;;;;;;;;;;;;;x
#zz~emf_traits.csv;;;;;;;;;;;;;;x
#zz~emf_sts.csv;;;;;;;;;;;;;;x
#zz~emf_startup.csv;;;;;;;;;;;;;;x
#zz~emf_siege.csv;;;;;;;;;;;;;;x
#zz~emf_rr.csv;;;;;;;;;;;;;;x
#zz~emf_religion.csv;;;;;;;;;;;;;;x
#zz~emf_regional.csv;;;;;;;;;;;;;;x
#zz~emf_prisoner.csv;;;;;;;;;;;;;;x
#zz~emf_nwo.csv;;;;;;;;;;;;;;x
#zz~emf_nomad.csv;;;;;;;;;;;;;;x
#zz~emf_no_cooldowns.csv;;;;;;;;;;;;;;x
#zz~emf_nde.csv;;;;;;;;;;;;;;x
#zz~emf_mr.csv;;;;;;;;;;;;;;x
#zz~emf_lucky.csv;;;;;;;;;;;;;;x
#zz~emf_laws.csv;;;;;;;;;;;;;;x
#zz~emf_imperial.csv;;;;;;;;;;;;;;x
#zz~emf_holy_orders.csv;;;;;;;;;;;;;;x
#zz~emf_historical.csv;;;;;;;;;;;;;;x
#zz~emf_gender_eq.csv;;;;;;;;;;;;;;x
#zz~emf_feudalizer.csv;;;;;;;;;;;;;;x
#zz~emf_faction.csv;;;;;;;;;;;;;;x
#zz~emf_empires.csv;;;;;;;;;;;;;;x
#zz~emf_dynlevy.csv;;;;;;;;;;;;;;x
#zz~emf_debug.csv;;;;;;;;;;;;;;x
#zz~emf_cultures.csv;;;;;;;;;;;;;;x
#zz~emf_cta.csv;;;;;;;;;;;;;;x
#zz~emf_crier.csv;;;;;;;;;;;;;;x
#zz~emf_core.csv;;;;;;;;;;;;;;x
#zz~emf_cb.csv;;;;;;;;;;;;;;x
#zz~emf_buildings.csv;;;;;;;;;;;;;;x
#zz~emf_autolander.csv;;;;;;;;;;;;;;x
#zz~emf_ambitions.csv;;;;;;;;;;;;;;x
#zz~VIET_Traits.csv;;;;;;;;;;;;;;x
#zz~VIET_Bookmarks.csv;;;;;;;;;;;;;;x
#zz Terrain.csv;;;;;;;;;;;;;;x
#zz SWMHprovinces.csv;;;;;;;;;;;;;;x
#zz SWMHnewprovinces.csv;;;;;;;;;;;;;;x
#zz SWMHcounties.csv;;;;;;;;;;;;;;x
#zz SWMHbaronies.csv;;;;;;;;;;;;;;x
#zz Retinues.csv;;;;;;;;;;;;;;x
#zz Religions.csv;;;;;;;;;;;;;;x
#zz Nobletitles.csv;;;;;;;;;;;;;;x
imperial_baron_greek;Droungarios;Droungarios;Droungarios;;Droungarios;;;;;;;;;x
imperial_baron_female_greek;Komissa;Komissa;Komissa;;Komissa;;;;;;;;;x
imperial_baron_title_ruler_consort_greek;Droungarios;Droungarios;Droungarios;;Droungarios;;;;;;;;;x
imperial_baron_title_ruler_consort_female_greek;Komissa;Komissa;Komissa;;Komissa;;;;;;;;;x
imperial_count_greek;Strategos;Strategos;Strategos;;Strategos;;;;;;;;;x
imperial_count_female_greek;Tourmarchissa;Tourmarchissa;Tourmarchissa;;Tourmarchissa;;;;;;;;;x
imperial_count_title_ruler_consort_greek;Tourmarches;Tourmarches;Tourmarches;;Tourmarches;;;;;;;;;x
imperial_count_title_ruler_consort_female_greek;Tourmarchissa;Tourmarchissa;Tourmarchissa;;Tourmarchissa;;;;;;;;;x
imperial_duke_greek;Strategos;Strategos;Strategos;;Strategos;;;;;;;;;x
imperial_duke_female_greek;Doukissa;Doukissa;Doukissa;;Doukissa;;;;;;;;;x
imperial_duke_title_ruler_consort_greek;Doux;Doux;Doux;;Doux;;;;;;;;;x
imperial_duke_title_ruler_consort_female_greek;Doukissa;Doukissa;Doukissa;;Doukissa;;;;;;;;;x
imperial_king_greek;Exarchos;Exarchos;Exarchos;;Exarchos;;;;;;;;;x
imperial_king_female_greek;Despoina;Despoina;Despoina;;Despoina;;;;;;;;;x
imperial_king_title_ruler_consort_greek;Despotes;Despotes;Despotes;;Despotes;;;;;;;;;x
imperial_king_title_ruler_consort_female_greek;Despoina;Despoina;Despoina;;Despoina;;;;;;;;;x
imperial_emperor_greek;Basileus;Basileus;Basileus;;Basileus;;;;;;;;;x
imperial_emperor_female_greek;Basilissa;Basilissa;Basilissa;;Basilissa;;;;;;;;;x
imperial_emperor_title_ruler_consort_female_greek;Basilissa;Basilissa;Basilissa;;Basilissa;;;;;;;;;x
imperial_title_prince_greek;Kaisar;Kaisar;Kaisar;;Kaisar;;;;;;;;;x
imperial_title_prince_female_greek;Kaisarissa;Kaisarissa;Kaisarissa;;Kaisarissa;;;;;;;;;x
imperial_barony_of_greek;Kastron;Kastron;Kastron;;Kastron;;;;;;;;;x
imperial_county_of_greek;Tourma;Tourma;Tourma;;Tourma;;;;;;;;;x
